2011Zones,Bus Accessbility Count
"Fishcross, Devon Village and Coalsnaughton - 01",12.21
"Fishcross, Devon Village and Coalsnaughton - 02",10.39
"Fishcross, Devon Village and Coalsnaughton - 03",14.61
Tillicoultry - 01,18.75
Tillicoultry - 02,8.32
Tillicoultry - 04,5.33
Tillicoultry - 05,11.61
Tillicoultry - 06,0.5
Tillicoultry - 07,0.45
Tillicoultry - 08,3.57
Dollar and Muckhart - 01,5.52
Dollar and Muckhart - 02,4.64
Dollar and Muckhart - 03,0.55
Dollar and Muckhart - 04,2.57
Dollar and Muckhart - 05,0.8
"Clackmannan, Kennet and Forestmill - 01",11.28
"Clackmannan, Kennet and Forestmill - 02",22.72
"Clackmannan, Kennet and Forestmill - 03",21.59
"Clackmannan, Kennet and Forestmill - 04",9.85
"Clackmannan, Kennet and Forestmill - 05",11.78
"Clackmannan, Kennet and Forestmill - 06",0
Sauchie - 02,15.94
Sauchie - 03,32.3
Sauchie - 04,16.23
Sauchie - 05,5.36
Sauchie - 06,3.49
Sauchie - 07,15.18
Alloa South and East - 01,11.71
Alloa South and East - 02,14.42
Alloa South and East - 05,2.2
Alloa South and East - 06,16.29
Alloa North - 01,25.04
Alloa North - 02,1.56
Alloa North - 04,41.87
Alloa North - 05,18.88
Alloa North - 06,36.12
Alloa North - 07,30.61
Alloa North - 08,14.3
Alloa North - 09,13.3
Alloa West - 01,2.12
Alloa West - 02,42.71
Alloa West - 03,15.5
Alloa West - 04,2.8
Alloa West - 05,1.84
Stranraer West - 01,3.51
Stranraer West - 02,7.28
Stranraer West - 03,7.65
Stranraer West - 06,5.03
Stranraer East - 01,15.48
Stranraer East - 02,11.56
Stranraer East - 03,9.34
Stranraer South - 01,11.05
Stranraer South - 02,3.75
Stranraer South - 03,6.93
Stranraer South - 04,6.41
Rhins North - 02,0.6
Rhins North - 03,1.34
Rhins North - 04,1.21
Rhins North - 05,3.98
Rhins South - 01,1.53
Rhins South - 03,0.33
Machars North - 01,1.15
Machars North - 02,1.39
Machars North - 03,2.19
Machars South - 01,1.16
Machars South - 02,1.91
Machars South - 03,2.69
Machars South - 04,0.38
Machars South - 05,0.28
Machars South - 06,2.11
Machars South - 07,0.35
Newton Stewart - 01,1.08
Newton Stewart - 02,5.77
Newton Stewart - 03,2.77
Newton Stewart - 04,2.28
Newton Stewart - 05,1.56
Newton Stewart - 06,3.06
Newton Stewart - 07,0.15
Newton Stewart - 08,1.16
Gatehouse - 01,0.26
Gatehouse - 02,1.82
Gatehouse - 03,0.37
Gatehouse - 04,1.26
Gatehouse - 05,2.25
Kirkcudbright - 01,4.62
Kirkcudbright - 02,3.39
Kirkcudbright - 03,7.52
Kirkcudbright - 04,4.12
Kirkcudbright - 05,0.37
Kirkcudbright - 06,2.39
Kirkcudbright - 07,0.33
Kirkcudbright - 08,1.87
Castle Douglas - 01,5.95
Castle Douglas - 02,2.33
Castle Douglas - 03,11.5
Castle Douglas - 04,10.5
Castle Douglas - 05,2.88
Dalbeattie - 01,7.64
Dalbeattie - 02,6.52
Dalbeattie - 03,3.97
Dalbeattie - 04,7.13
Dalbeattie - 05,5.33
Dalbeattie Rural - 01,0.4
Dalbeattie Rural - 02,0.91
Dalbeattie Rural - 03,0.18
Glenkens - 02,2.05
Glenkens - 03,1.31
Glenkens - 04,2.45
Glenkens - 05,0.15
Upper Nithsdale - 01,3.71
Upper Nithsdale - 02,4.42
Upper Nithsdale - 04,2.87
Upper Nithsdale - 06,5.64
Upper Nithsdale - 07,0.57
Thornhill - 01,0.56
Thornhill - 02,5.37
Thornhill - 03,3.37
Thornhill - 04,1.19
Thornhill - 05,1.75
Mid Nithsdale - 01,0.24
Mid Nithsdale - 02,0.56
Mid Nithsdale - 03,1.01
Mid Nithsdale - 04,0.38
Mid Nithsdale - 05,1.45
Mid Nithsdale - 06,1.18
Shawhead - 01,1.07
Shawhead - 03,1.13
Shawhead - 04,4.53
Lochside and Lincluden - 01,12.04
Lochside and Lincluden - 02,13.79
Lochside and Lincluden - 04,17.1
Lochside and Lincluden - 05,36.26
Lochside and Lincluden - 07,21.17
Summerville - 01,7.66
Summerville - 02,24.2
Summerville - 04,5.9
Summerville - 05,5.36
Summerville - 06,23.16
Troqueer - 01,13.93
Troqueer - 02,5.51
Troqueer - 03,2.75
Troqueer - 04,5.3
Troqueer - 05,4.84
New Abbey - 01,2.61
New Abbey - 02,4.4
New Abbey - 03,0.97
New Abbey - 04,0.62
Kingholm - 01,3.48
Kingholm - 02,0.59
Kingholm - 03,5.46
Kingholm - 04,9.59
Calside - 01,3.89
Calside - 02,5.38
Calside - 03,3.61
Calside - 04,3.44
Georgetown - 01,2.72
Georgetown - 02,4.8
Georgetown - 03,8.14
Georgetown - 04,4.87
Dumfries Central - 01,3.96
Dumfries Central - 02,8.81
Dumfries Central - 03,12.68
Dumfries Central - 04,50.62
Nunholm - 01,29.2
Nunholm - 02,15.24
Nunholm - 03,18.21
Nunholm - 04,15.1
Locharbriggs - 02,21.14
Locharbriggs - 03,15.54
Locharbriggs - 04,5.63
Locharbriggs - 05,9.82
Heathhall - 01,22.6
Heathhall - 02,11.2
Heathhall - 03,8.91
Heathhall - 04,9.13
Heathhall - 05,4.45
Collin - 01,9.47
Collin - 02,9.64
Collin - 03,1.46
Collin - 04,1.74
Lochmaben - 01,0.14
Lochmaben - 02,4.42
Lochmaben - 03,0.7
Lochmaben - 04,0.56
Lockerbie - 01,7.04
Lockerbie - 02,12.93
Lockerbie - 03,19.62
Lockerbie - 04,14.33
Lockerbie - 05,8.56
Lockerbie - 06,0.46
Moffat - 01,4.26
Moffat - 02,3.25
Moffat - 03,3.32
Moffat - 04,0.83
Moffat - 05,0.67
Langholm and Eskdale - 01,1.5
Langholm and Eskdale - 02,7.17
Langholm and Eskdale - 03,7.74
Langholm and Eskdale - 04,1.63
Langholm and Eskdale - 05,3.11
Annandale East - 01,0
Annandale East - 02,3.05
Annandale East - 03,10.06
Annandale East - 04,3.21
Annandale East - 05,0
Annandale West - 02,0.49
Annandale West - 03,1.13
Annandale West - 04,1.51
Annan West - 01,1.92
Annan West - 02,8.46
Annan West - 03,8.15
Annan West - 04,7.48
Annan East - 01,4.88
Annan East - 02,6.3
Annan East - 03,0.93
Annan East - 04,1.55
Annan East - 05,6.61
Annan East - 08,3.35
Eastriggs - 01,0.92
Eastriggs - 02,9.42
Eastriggs - 03,6.34
Eastriggs - 04,5.73
Gretna - 02,12.98
Gretna - 03,19.97
Gretna - 04,5.55
Gretna - 05,16.84
Gretna - 06,8.82
Westend - 01,39.6
Westend - 02,7.28
Westend - 03,43.96
Westend - 04,50.14
Westend - 05,68.49
Westend - 06,55.74
Westend - 07,73.79
Perth Road - 01,56.61
Perth Road - 02,93.18
Perth Road - 03,71.02
Perth Road - 04,94.54
Perth Road - 05,49.72
Perth Road - 06,36.79
Logie and Blackness - 01,66.32
Logie and Blackness - 02,30.76
Logie and Blackness - 03,46.23
Logie and Blackness - 04,37.51
Logie and Blackness - 05,42.3
Logie and Blackness - 06,13.57
City Centre - 01,47.63
City Centre - 02,25.71
City Centre - 03,22.43
City Centre - 04,20.13
City Centre - 05,203.08
City Centre - 06,322.45
Docks and Wellgate - 01,0.89
Docks and Wellgate - 02,105.73
Docks and Wellgate - 03,180.35
Docks and Wellgate - 04,287.87
Docks and Wellgate - 05,218.03
Docks and Wellgate - 06,75.04
Docks and Wellgate - 07,110.15
Hilltown - 01,59.45
Hilltown - 03,54.02
Hilltown - 04,62.49
Hilltown - 05,52.63
Hilltown - 06,37.43
The Glens - 01,11.55
The Glens - 02,34.66
The Glens - 03,25.03
The Glens - 04,38.4
The Glens - 05,49.04
The Glens - 06,33.29
Stobswell - 01,46.01
Stobswell - 02,169.88
Stobswell - 03,144.27
Stobswell - 04,84.6
Stobswell - 05,72.46
Stobswell - 06,99.02
Stobswell - 07,149.88
Baxter Park - 01,45.54
Baxter Park - 02,28.46
Baxter Park - 03,19.64
Baxter Park - 04,16.37
Craigie and  Craigiebank - 01,70.42
Craigie and  Craigiebank - 02,57.5
Craigie and  Craigiebank - 03,73.83
Craigie and  Craigiebank - 04,35
Craigie and  Craigiebank - 05,61.92
Craigie and  Craigiebank - 06,75.76
Douglas West - 01,34.08
Douglas West - 03,28.7
Douglas West - 04,23.45
Douglas West - 05,20.51
Douglas West - 06,25.64
West Ferry - 01,0.89
West Ferry - 02,35.11
West Ferry - 03,36.57
West Ferry - 04,55.44
Douglas East - 01,34.65
Douglas East - 02,43.64
Douglas East - 03,25.29
Douglas East - 04,31.3
Broughty Ferry West - 01,15.01
Broughty Ferry West - 02,44.63
Broughty Ferry West - 03,26.48
Broughty Ferry West - 04,25.41
Broughty Ferry West - 05,24.52
Broughty Ferry West - 06,16.99
Broughty Ferry East - 01,36.69
Broughty Ferry East - 02,21.48
Broughty Ferry East - 03,15.24
Broughty Ferry East - 04,17.36
Broughty Ferry East - 05,19.76
Barnhill - 01,14.65
Barnhill - 02,21.1
Barnhill - 03,22.97
Barnhill - 04,24.98
Barnhill - 05,25.26
Barnhill - 06,12.68
West Pitkerro - 01,2.13
West Pitkerro - 02,8.17
West Pitkerro - 03,11.98
West Pitkerro - 04,6.41
West Pitkerro - 05,0.09
West Pitkerro - 06,18.88
West Pitkerro - 07,11.84
West Pitkerro - 08,18.38
Whitfield - 01,16.54
Whitfield - 03,27.17
Whitfield - 04,27.67
Whitfield - 05,30.96
Whitfield - 06,20.73
Fintry - 01,0
Fintry - 02,20.58
Fintry - 03,17.73
Fintry - 04,23.62
Fintry - 05,30.62
Fintry - 06,15.32
Fintry - 08,5.16
Fintry - 09,0.4
Linlathen and Midcraigie - 01,9.6
Linlathen and Midcraigie - 03,23.04
Linlathen and Midcraigie - 04,18.02
Linlathen and Midcraigie - 06,26.29
Linlathen and Midcraigie - 07,3.52
Caird Park - 01,5.78
Caird Park - 02,21.68
Caird Park - 03,14.3
Kirkton - 01,26.51
Kirkton - 02,34.21
Kirkton - 03,33.74
Kirkton - 05,8.6
Downfield - 01,15.97
Downfield - 02,25.11
Downfield - 03,32.16
Downfield - 04,29.1
Downfield - 05,16.36
Downfield - 06,15.8
Downfield - 07,10.64
Fairmuir - 01,34.34
Fairmuir - 02,23.91
Fairmuir - 03,13.37
Fairmuir - 05,26.02
Law - 01,42.97
Law - 02,10.44
Law - 03,41.81
Law - 04,23.09
Law - 05,24.94
Law - 06,38.23
Balgay - 01,22.85
Balgay - 02,34.97
Balgay - 03,13.47
Balgay - 04,11.19
Balgay - 05,15.54
Menzieshill - 01,53.47
Menzieshill - 02,45.6
Menzieshill - 03,20.58
Menzieshill - 04,61.71
Menzieshill - 05,102.85
Menzieshill - 06,64.49
Charleston - 01,30.18
Charleston - 02,27.34
Charleston - 03,26.14
Charleston - 05,47.58
Lochee - 01,11.94
Lochee - 02,15.09
Lochee - 03,3.64
Lochee - 04,63.7
Lochee - 05,41.88
Lochee - 07,15.8
Ardler and St Marys - 01,22.88
Ardler and St Marys - 02,20.19
Ardler and St Marys - 04,14.69
Ardler and St Marys - 05,27.58
Ardler and St Marys - 06,23.49
Ardler and St Marys - 07,27.26
Ardler and St Marys - 08,27.85
Western Edge - 01,17.73
Western Edge - 02,9
Western Edge - 03,8.62
Western Edge - 04,11.12
Western Edge - 05,19.24
Doon Valley South - 01,0.69
Doon Valley South - 04,5.49
Doon Valley South - 05,4.1
Doon Valley North - 01,4.67
Doon Valley North - 02,3.86
Doon Valley North - 03,7.94
Doon Valley North - 05,8.97
Mauchline Rural - 01,1.22
Mauchline Rural - 02,1.41
Mauchline Rural - 03,3.49
Mauchline Rural - 05,9.01
Mauchline Rural - 06,6.13
Mauchline Rural - 07,0.84
Drongan - 01,9.81
Drongan - 02,11.29
Drongan - 03,3.87
Drongan - 04,11.03
Mauchline - 01,3.82
Mauchline - 02,7.31
Mauchline - 03,0.88
Mauchline - 04,4.88
Mauchline - 05,1.65
Cumnock Rural - 01,0
Cumnock Rural - 03,0
Cumnock Rural - 05,3.46
Cumnock Rural - 06,4.8
Cumnock Rural - 07,4.23
Cumnock Rural - 08,0
New Cumnock - 02,8.11
New Cumnock - 04,5.51
Cumnock South and Craigens - 01,6.06
Cumnock South and Craigens - 02,3.13
Cumnock South and Craigens - 03,5.71
Cumnock South and Craigens - 04,4.8
Cumnock South and Craigens - 05,8.8
Cumnock South and Craigens - 06,3.68
Cumnock South and Craigens - 07,3.54
Cumnock North - 01,8.5
Cumnock North - 02,9.98
Cumnock North - 03,7.32
Cumnock North - 04,3
Cumnock North - 05,0.79
Auchinleck - 02,12.39
Auchinleck - 03,8.88
Auchinleck - 04,8.26
Northern and Irvine Valley Rural - 01,0
Northern and Irvine Valley Rural - 02,0.63
Northern and Irvine Valley Rural - 03,0.27
Northern and Irvine Valley Rural - 04,5.81
Northern and Irvine Valley Rural - 05,0
Northern and Irvine Valley Rural - 06,0
Northern and Irvine Valley Rural - 07,0.94
Stewarton East - 01,14.31
Stewarton East - 02,15.09
Stewarton East - 03,15.4
Stewarton East - 04,41.23
Stewarton East - 05,5.69
Stewarton West - 01,5.08
Stewarton West - 02,8.41
Stewarton West - 03,6.21
Darvel - 01,6.18
Darvel - 02,0
Darvel - 03,12.6
Darvel - 04,14.95
Darvel - 05,9.89
Newmilns - 01,12.79
Newmilns - 02,9.21
Newmilns - 03,10.56
Newmilns - 04,9.2
Galston - 01,0.23
Galston - 02,2.47
Galston - 03,9.72
Galston - 04,15.18
Galston - 05,6.18
Galston - 06,8.86
Earlston and Hurlford Rural - 01,7.02
Earlston and Hurlford Rural - 02,9.82
Earlston and Hurlford Rural - 03,19.11
Earlston and Hurlford Rural - 04,6.43
Earlston and Hurlford Rural - 05,14.74
Earlston and Hurlford Rural - 07,0
Shortlees - 01,12.82
Shortlees - 03,16.56
Shortlees - 04,32.38
Shortlees - 05,21.31
Bellfield and Kirkstyle - 01,20.88
Bellfield and Kirkstyle - 02,14.62
Bellfield and Kirkstyle - 03,20.2
Bellfield and Kirkstyle - 04,28.12
Bellfield and Kirkstyle - 05,21.78
Kilmarnock South Central and Caprington - 01,0.68
Kilmarnock South Central and Caprington - 02,34.53
Kilmarnock South Central and Caprington - 03,27.13
Kilmarnock South Central and Caprington - 04,34.85
Piersland - 01,13.84
Piersland - 02,27.29
Piersland - 03,32.24
Piersland - 04,33.85
Piersland - 05,14.08
New Farm Loch South - 02,27.53
New Farm Loch South - 03,18.8
New Farm Loch South - 04,26.07
Dean and New Farm Loch North - 01,11.26
Dean and New Farm Loch North - 02,7.38
Dean and New Farm Loch North - 03,24.02
Dean and New Farm Loch North - 04,13.29
Dean and New Farm Loch North - 05,7.93
Southcraig and Beansburn - 01,5.92
Southcraig and Beansburn - 02,5.15
Southcraig and Beansburn - 03,0.72
Southcraig and Beansburn - 04,1.82
Southcraig and Beansburn - 05,1.16
Southcraig and Beansburn - 06,17.41
Southcraig and Beansburn - 07,13.55
Southcraig and Beansburn - 08,32.49
Altonhill North and Onthank - 01,12.14
Altonhill North and Onthank - 02,23.72
Altonhill North and Onthank - 06,4.11
"Altonhill South, Longpark and Hillhead - 01",0.98
"Altonhill South, Longpark and Hillhead - 03",32.47
"Altonhill South, Longpark and Hillhead - 04",24.78
"Altonhill South, Longpark and Hillhead - 05",41.12
"Altonhill South, Longpark and Hillhead - 06",46.48
"Altonhill South, Longpark and Hillhead - 07",73.04
Bonnyton and Town Centre - 01,32.24
Bonnyton and Town Centre - 02,26.53
Bonnyton and Town Centre - 03,15.82
Bonnyton and Town Centre - 04,7.03
Bonnyton and Town Centre - 05,18.04
"Grange, Howard and Gargieston - 01",5.95
"Grange, Howard and Gargieston - 02",3.45
"Grange, Howard and Gargieston - 03",18.99
"Grange, Howard and Gargieston - 04",0.86
"Grange, Howard and Gargieston - 05",4.68
"Grange, Howard and Gargieston - 06",2.96
"Grange, Howard and Gargieston - 07",2.29
"Grange, Howard and Gargieston - 08",0.05
"Crosshouse, Gatehead and Kilmaurs Rural - 01",1.69
"Crosshouse, Gatehead and Kilmaurs Rural - 02",18.61
"Crosshouse, Gatehead and Kilmaurs Rural - 03",15.92
"Crosshouse, Gatehead and Kilmaurs Rural - 04",2.6
"Crosshouse, Gatehead and Kilmaurs Rural - 05",4.9
Kilmaurs - 01,9.64
Kilmaurs - 02,22.06
Kilmaurs - 03,3.82
West Clober and Mains Estate - 01,7.07
West Clober and Mains Estate - 02,13.79
West Clober and Mains Estate - 03,25.92
West Clober and Mains Estate - 04,8.44
East Clober and Mains Estate - 01,17.34
East Clober and Mains Estate - 02,25.78
East Clober and Mains Estate - 03,23.52
East Clober and Mains Estate - 04,5.18
Barloch - 01,4.18
Barloch - 02,0
Barloch - 03,3.57
Barloch - 04,4.23
Keystone and Dougalston - 01,7.47
Keystone and Dougalston - 02,20.7
Keystone and Dougalston - 03,12.67
Keystone and Dougalston - 04,0
Keystone and Dougalston - 05,10.99
Kilmardinny East - 01,0
Kilmardinny East - 02,5.17
Kilmardinny East - 03,10.01
Kilmardinny East - 04,9.85
Kilmardinny West - 01,10.59
Kilmardinny West - 02,0
Kilmardinny West - 03,7.28
Kilmardinny West - 04,0
North Castlehill and Thorn - 01,0.49
North Castlehill and Thorn - 02,7.95
North Castlehill and Thorn - 03,8.22
North Castlehill and Thorn - 04,7.56
North Castlehill and Thorn - 05,8.45
South Castlehill and Thorn - 01,2.78
South Castlehill and Thorn - 02,12.92
South Castlehill and Thorn - 03,0.87
South Castlehill and Thorn - 04,11.63
South Castlehill and Thorn - 05,5.75
Westerton West - 01,22.45
Westerton West - 02,12.46
Westerton West - 03,0.65
Westerton East - 01,3.45
Westerton East - 02,5.63
Westerton East - 03,2.32
Westerton East - 04,1.02
Westerton East - 05,15.02
Kessington West - 01,22.23
Kessington West - 02,13.85
Kessington West - 03,2.84
Kessington West - 04,8.9
Kessington East - 01,14.83
Kessington East - 02,12.87
Kessington East - 03,2.01
Kessington East - 04,0.28
Torrance and Balmore - 01,3.7
Torrance and Balmore - 02,1.48
Torrance and Balmore - 03,6.18
Bishopbriggs North and Kenmure - 01,9.15
Bishopbriggs North and Kenmure - 02,9.63
Bishopbriggs North and Kenmure - 03,4.28
Bishopbriggs North and Kenmure - 04,4.63
Bishopbriggs North and Kenmure - 05,1.6
Bishopbriggs North and Kenmure - 06,7.19
Bishopbriggs North and Kenmure - 07,8.75
Bishopbriggs West and Cadder - 01,11.86
Bishopbriggs West and Cadder - 02,4.57
Bishopbriggs West and Cadder - 03,10.4
Bishopbriggs West and Cadder - 04,6.3
Bishopbriggs West and Cadder - 05,1.48
Bishopbriggs West and Cadder - 06,3
Bishopbriggs West and Cadder - 07,23.52
Bishopbriggs West and Cadder - 08,33.74
Auchinairn - 01,4.97
Auchinairn - 02,13.86
Auchinairn - 03,1.67
Auchinairn - 04,20.1
Auchinairn - 05,38.6
Auchinairn - 06,6.54
Woodhill East - 01,20.31
Woodhill East - 03,20.26
Woodhill West - 01,1.09
Woodhill West - 02,20.59
Woodhill West - 03,34.43
Woodhill West - 04,26.33
Woodhill West - 05,13.52
Lenzie North - 01,6.02
Lenzie North - 02,12.11
Lenzie North - 03,10.34
Lenzie North - 04,13.31
Lenzie North - 05,21.56
Lenzie North - 06,10.8
Lenzie North - 07,13.79
Lenzie South - 01,12.14
Lenzie South - 02,5.13
Lenzie South - 03,5.1
Lenzie South - 04,1.26
Kirkintilloch South - 01,3.91
Kirkintilloch South - 02,15.18
Kirkintilloch South - 03,18.46
Kirkintilloch South - 04,19.96
Kirkintilloch West - 01,22.96
Kirkintilloch West - 02,3.2
Kirkintilloch West - 03,29.18
Kirkintilloch West - 04,23.18
Kirkintilloch West - 05,22.02
Hillhead - 01,28.24
Hillhead - 02,25.36
Hillhead - 03,26.96
Hillhead - 04,25.34
Hillhead - 05,10.46
Rosebank and Waterside - 01,9.52
Rosebank and Waterside - 02,9.32
Rosebank and Waterside - 03,8.82
Rosebank and Waterside - 04,0.43
Twechar and Harestanes East - 01,12.98
Twechar and Harestanes East - 04,7.8
Harestanes - 01,30.01
Harestanes - 02,36
Harestanes - 03,34.07
Harestanes - 04,12.83
Milton of Campsie - 01,0
Milton of Campsie - 02,1.68
Milton of Campsie - 03,0.75
Milton of Campsie - 04,5.14
Milton of Campsie - 05,5.82
Lennoxtown - 01,0.8
Lennoxtown - 02,8.42
Lennoxtown - 03,4.9
Lennoxtown - 04,2.84
Lennoxtown - 05,2.52
Wallyford/Whitecraig - 01,4.01
Wallyford/Whitecraig - 02,6.74
Wallyford/Whitecraig - 03,10.07
Wallyford/Whitecraig - 04,4.74
Wallyford/Whitecraig - 05,29.36
Wallyford/Whitecraig - 06,33.4
Wallyford/Whitecraig - 07,50.64
Musselburgh South - 01,12.29
Musselburgh South - 02,72.49
Musselburgh South - 03,41.29
Musselburgh South - 04,47.79
Musselburgh South - 05,21.02
Musselburgh South - 06,22.47
Musselburgh South - 07,31.67
Musselburgh West - 01,28.72
Musselburgh West - 02,26.78
Musselburgh West - 04,34.69
Musselburgh West - 05,70.72
Musselburgh North - 01,72.6
Musselburgh North - 02,44.94
Musselburgh North - 03,120.28
Musselburgh North - 04,67.43
Musselburgh North - 05,49.89
Musselburgh North - 06,0
Musselburgh East - 01,95.48
Musselburgh East - 02,46.6
Musselburgh East - 03,12.69
Musselburgh East - 04,56.61
Musselburgh East - 05,77.35
Musselburgh East - 06,44.72
Pinkie Braes - 01,46.73
Pinkie Braes - 02,57.14
Pinkie Braes - 03,31.14
Prestonpans West - 01,10.45
Prestonpans West - 02,8.93
Prestonpans West - 05,30.57
Prestonpans West - 06,3.74
Prestonpans West - 07,34.77
Prestonpans East - 01,19.3
Prestonpans East - 02,30.42
Prestonpans East - 03,20.82
Prestonpans East - 04,7.07
Prestonpans East - 05,7.25
Prestonpans East - 06,14.58
Cockenzie - 01,28.45
Cockenzie - 02,32.73
Cockenzie - 03,0.44
Cockenzie - 04,2.21
Cockenzie - 05,25.31
Cockenzie - 06,8.81
Cockenzie - 07,10.37
Cockenzie - 08,3.72
Tranent North - 01,2.16
Tranent North - 02,41.32
Tranent North - 04,15.62
Tranent North - 06,2.38
Tranent North - 07,28.87
Tranent North - 08,28.24
Tranent South - 01,21.68
Tranent South - 02,11.24
Tranent South - 03,20.31
Tranent South - 05,3.91
Tranent South - 06,3.86
Tranent South - 07,7.26
Tranent South - 08,0.81
Ormiston - 01,2.17
Ormiston - 02,10.3
Ormiston - 03,10.62
Ormiston - 04,2.09
Longniddry and Aberlady - 01,4.93
Longniddry and Aberlady - 02,6.81
Longniddry and Aberlady - 03,4.94
Longniddry and Aberlady - 04,5.06
Longniddry and Aberlady - 05,7.01
Longniddry and Aberlady - 06,0.62
Longniddry and Aberlady - 07,9.71
Haddington Rural - 01,4.1
Haddington Rural - 02,4
Haddington Rural - 03,0.53
Haddington Rural - 04,0.38
Haddington Rural - 05,0.36
Haddington Rural - 06,0.99
Haddington North - 01,7.41
Haddington North - 02,13.24
Haddington North - 03,10.06
Haddington North - 04,8.85
Haddington North - 05,12.22
Haddington South - 01,11.75
Haddington South - 02,38.59
Haddington South - 03,5.13
Haddington South - 04,14.63
Haddington South - 05,4.13
Haddington South - 06,3.39
Gullane and Drem - 01,1.14
Gullane and Drem - 02,11.68
Gullane and Drem - 03,0.62
Gullane and Drem - 04,11.64
Gullane and Drem - 05,4.82
Gullane and Drem - 06,4.67
North Berwick North - 01,13.6
North Berwick North - 02,11.68
North Berwick North - 03,18.79
North Berwick North - 04,8.56
North Berwick South - 01,6.44
North Berwick South - 02,14.6
North Berwick South - 03,20.04
North Berwick South - 04,8.29
North Berwick South - 05,4.75
East Linton and Rural - 01,0.45
East Linton and Rural - 02,0.42
East Linton and Rural - 03,0.65
East Linton and Rural - 04,11.32
East Linton and Rural - 05,6.54
East Linton and Rural - 06,1.33
East Linton and Rural - 07,3.74
Dunbar West - 01,7.09
Dunbar West - 02,9.35
Dunbar West - 03,8.63
Dunbar West - 04,12.44
